  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0000E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9998E+01      9.0002E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0003E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0003E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0001E+00      8.9998E+01      9.0002E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0000E+00      8.9998E+01      9.0002E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0001E+00      8.9997E+01      9.0003E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0003E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0003E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0002E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9998E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      9.0000E+01      9.0000E+01      1.0000E+00
      4.0000E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0000E+00      8.9999E+01      9.0001E+01      1.0000E+00
      4.0001E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0001E+00      8.9997E+01      9.0002E+01      1.0000E+00
      4.0003E+00      1.0000E+00      1.0000E+00      1.0000E+00      4.0002E+00      8.9994E+01      9.0005E+01      1.0000E+00
      4.0005E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0003E+00      8.9989E+01      9.0008E+01      1.0000E+00
      4.0007E+00      1.0001E+00      1.0000E+00      1.0001E+00      4.0005E+00      8.9986E+01      9.0012E+01      1.0000E+00
      4.0006E+00      1.0001E+00      1.0000E+00      1.0002E+00      4.0006E+00      8.9987E+01      9.0012E+01      1.0000E+00
      4.0004E+00      1.0001E+00      1.0000E+00      1.0003E+00      4.0002E+00      8.9988E+01      9.0012E+01      1.0000E+00
      4.0001E+00      1.0001E+00      1.0000E+00      1.0003E+00      3.9998E+00      8.9993E+01      9.0007E+01      1.0000E+00
      4.0001E+00      1.0001E+00      1.0000E+00      1.0003E+00      3.9998E+00      8.9990E+01      9.0010E+01      1.0000E+00
      4.0003E+00      1.0001E+00      1.0000E+00      1.0003E+00      4.0002E+00      8.9985E+01      9.0014E+01      1.0000E+00
      4.0006E+00      1.0001E+00      1.0000E+00      1.0002E+00      4.0006E+00      8.9985E+01      9.0015E+01      1.0000E+00
      4.0007E+00      1.0001E+00      1.0000E+00      1.0001E+00      4.0005E+00      8.9983E+01      9.0015E+01      1.0000E+00
      4.0006E+00      1.0000E+00      1.0000E+00      1.0001E+00      4.0004E+00      8.9986E+01      9.0011E+01      1.0000E+00
